fire_num,feature_cd,fire_link,fire_stat,fire_sz_ha,fire_year,load_date,objectid,source,track_date,versn_num,longitude,latitude,coordinate
N10281,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10281,Out,10.0,2023,2023-05-18,2194031,Non-corrected ground GPS,2023-05-17,2023051701,-115.14,49.197,"[-115.14, 49.197]"
VA3107,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA3107,Out,48.1,2023,2023-09-05,2194279,Hand sketch of any type,2023-09-05,2023090501,-127.171,52.928,"[-127.171, 52.928]"
C11326,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11326,Out,35.8,2023,2023-07-12,2193634,Non-corrected airborne GPS,2023-07-12,2023071201,-124.017,52.781,"[-124.017, 52.781]"
G73347,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G73347,Under Control,38.2,2023,2023-09-24,2193847,Non-corrected airborne GPS,2023-09-23,2023092301,-122.262,55.732,"[-122.262, 55.732]"
G60603,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60603,Under Control,720.5,2023,2023-10-05,2193791,Non-corrected airborne GPS,2023-10-05,2023100501,-123.134,55.9,"[-123.134, 55.9]"
R11244,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11244,Under Control,8044.1,2023,2023-07-26,2194114,Non-corrected airborne GPS,2023-07-26,2023072601,-125.529,54.231,"[-125.529, 54.231]"
G60861,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60861,Being Held,18195.4,2023,2023-09-17,2193800,Derived from satellite imagery,2023-09-17,2023091701,-124.273,55.436,"[-124.273, 55.436]"
G61226,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61226,Out,0.0,2023,2023-07-09,2193806,Non-corrected airborne GPS,2023-07-08,2023070802,-123.471,55.106,"[-123.471, 55.106]"
C11499,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11499,Out,7864.0,2023,2023-08-03,2193641,Non-corrected ground GPS,2023-08-03,2023080301,-123.612,53.16,"[-123.612, 53.16]"
G90949,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90949,Being Held,5278.1,2023,2023-07-09,2193899,Hand sketch of any type,2023-07-09,2023070901,-126.951,59.623,"[-126.951, 59.623]"
G90259,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90259,Out,1.3,2023,2023-05-15,2193887,Non-corrected ground GPS,2023-05-05,2023050501,-122.659,58.847,"[-122.659, 58.847]"
G91021,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91021,Being Held,16.4,2023,2023-11-27,2193904,Hand sketch of any type,2023-11-16,2023111601,-125.359,59.77,"[-125.359, 59.77]"
C30675,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30675,Out,225.4,2023,2023-06-12,2193660,Non-corrected airborne GPS,2023-06-11,2023061103,-120.838,52.248,"[-120.838, 52.248]"
N72169,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72169,Out,287.0,2023,2023-08-11,2194096,Derived from satellite imagery,2023-08-11,2023081101,-117.137,50.746,"[-117.137, 50.746]"
V31141,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31141,Out,20.0,2023,2023-07-07,2194208,Non-corrected ground GPS,2023-07-06,2023070601,-122.911,49.693,"[-122.911, 49.693]"
G73425,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G73425,Out,2.0,2023,2023-11-28,2193849,Hand sketch of any type,2023-11-28,2023112801,-120.779,54.747,"[-120.779, 54.747]"
G92039,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92039,Out,55.6,2023,2023-08-01,2193915,Unknown,2023-07-25,2023072501,-123.584,58.838,"[-123.584, 58.838]"
V82993,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V82993,Out,14.1,2023,2023-09-19,2194251,Non-corrected airborne GPS,2023-09-18,2023091801,-125.757,49.836,"[-125.757, 49.836]"
K41156,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41156,Out,9.9,2023,2023-07-08,2193970,Hand sketch of any type,2023-07-07,2023070701,-118.495,50.484,"[-118.495, 50.484]"
G90841,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90841,Out,33.4,2023,2023-07-10,2193898,Non-corrected ground GPS,2023-07-10,2023071001,-123.468,58.85,"[-123.468, 58.85]"
G71435,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71435,Out,5.5,2023,2023-08-23,2193841,Non-corrected airborne GPS,2023-08-21,2023082101,-122.14,55.358,"[-122.14, 55.358]"
G60770,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60770,Out,46.1,2023,2023-07-30,2193797,Non-corrected airborne GPS,2023-07-29,2023072901,-124.988,56.853,"[-124.988, 56.853]"
C11892,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11892,Out,341.9,2023,2023-07-22,2193642,Non-corrected airborne GPS,2023-07-22,2023072201,-125.44,52.907,"[-125.44, 52.907]"
G41606,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41606,Out,56.8,2023,2023-07-23,2193762,Non-corrected airborne GPS,2023-07-23,2023072301,-124.41,53.445,"[-124.41, 53.445]"
R11274,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11274,Under Control,427.6,2023,2023-07-26,2194115,Non-corrected airborne GPS,2023-07-26,2023072601,-125.283,54.458,"[-125.283, 54.458]"
C40128,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40128,Out,146.9,2023,2023-06-05,2193673,Non-corrected ground GPS,2023-05-01,2023050101,-120.993,51.376,"[-120.993, 51.376]"
N20406,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20406,Out,7.3,2023,2023-06-08,2194042,Non-corrected ground GPS,2023-05-20,2023052001,-115.744,49.891,"[-115.744, 49.891]"
G41304,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41304,Out,32.7,2023,2023-07-16,2193750,Non-corrected airborne GPS,2023-07-16,2023071602,-124.135,53.687,"[-124.135, 53.687]"
R51241,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51241,Out,10.0,2023,2023-11-06,2194172,Non-corrected ground GPS,2023-07-08,2023070801,-128.783,54.974,"[-128.783, 54.974]"
C50031,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50031,Out,15.2,2023,2023-10-24,2193685,Hand sketch of any type,2023-04-15,2023041501,-123.162,52.002,"[-123.162, 52.002]"
C53189,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C53189,Out,209.5,2023,2023-09-12,2193708,Hand sketch of any type,2023-09-12,2023091201,-124.999,51.69,"[-124.999, 51.69]"
V90929,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V90929,Out,3.4,2023,2023-06-27,2194259,Non-corrected ground GPS,2023-06-26,2023062601,-127.522,50.71,"[-127.522, 50.71]"
G80175,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80175,Out,384.6,2023,2023-05-16,2193861,Non-corrected airborne GPS,2023-05-15,2023051501,-121.934,56.547,"[-121.934, 56.547]"
G80227,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80227,Out,7.1,2023,2023-06-21,2193865,Non-corrected ground GPS,2023-05-05,2023050501,-120.828,56.397,"[-120.828, 56.397]"
C40397,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40397,Out,2.0,2023,2023-05-30,2193678,Non-corrected ground GPS,2023-04-29,2023042901,-121.856,51.614,"[-121.856, 51.614]"
N42228,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42228,Out,284.2,2023,2023-08-06,2194063,Non-corrected airborne GPS,2023-08-05,2023080501,-116.758,51.202,"[-116.758, 51.202]"
C51562,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51562,Out,6652.0,2023,2023-08-25,2193697,Non-corrected ground GPS,2023-08-25,2023082501,-124.691,52.538,"[-124.691, 52.538]"
K51840,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51840,Out,3.6,2023,2023-07-19,2193988,Non-corrected airborne GPS,2023-07-18,2023071801,-119.502,50.045,"[-119.502, 50.045]"
V12984,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V12984,Out,37.6,2023,2023-08-31,2194204,Non-corrected airborne GPS,2023-08-29,2023082901,-122.024,49.379,"[-122.024, 49.379]"
K40216,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40216,Out,11.1,2023,2023-05-19,2193965,Non-corrected ground GPS,2023-05-18,2023051801,-118.538,50.84,"[-118.538, 50.84]"
R30140,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30140,Out,3.1,2023,2023-05-02,2194151,Non-corrected ground GPS,2023-04-29,2023042901,-126.874,54.636,"[-126.874, 54.636]"
G80190,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80190,Out,89.0,2023,2023-05-10,2193862,Non-corrected ground GPS,2023-05-04,2023050401,-121.086,56.341,"[-121.086, 56.341]"
G51758,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51758,Out,4.1,2023,2023-11-29,2193781,Non-corrected ground GPS,2023-07-18,2023071801,-125.362,54.564,"[-125.362, 54.564]"
G10224,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10224,Out,1.2,2023,2023-05-10,2193712,Non-corrected ground GPS,2023-05-05,2023050502,-122.547,54.092,"[-122.547, 54.092]"
C30401,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30401,Out,2.2,2023,2023-05-21,2193656,Non-corrected ground GPS,2023-05-19,2023051901,-121.647,52.623,"[-121.647, 52.623]"
K20034,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20034,Out,11.4,2023,2023-04-27,2193931,Non-corrected ground GPS,2023-04-14,2023041401,-119.728,50.781,"[-119.728, 50.781]"
R42579,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R42579,Out,9.7,2023,2023-09-17,2194169,Non-corrected airborne GPS,2023-09-16,2023091601,-128.515,55.059,"[-128.515, 55.059]"
K73206,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K73206,Out,14.2,2023,2023-09-20,2194029,Non-corrected airborne GPS,2023-09-10,2023091001,-122.941,51.131,"[-122.941, 51.131]"
K61969,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61969,Out,8.3,2023,2023-07-25,2194007,Hand sketch of any type,2023-07-22,2023072201,-120.551,49.975,"[-120.551, 49.975]"
G12078,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12078,Out,3.5,2023,2023-08-01,2193732,Non-corrected ground GPS,2023-07-31,2023073101,-122.694,54.792,"[-122.694, 54.792]"
C11321,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11321,Out,32.0,2023,2023-07-17,2193633,Non-corrected airborne GPS,2023-07-17,2023071701,-124.457,52.995,"[-124.457, 52.995]"
N52372,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52372,Out,200.7,2023,2023-08-11,2194078,Derived from satellite imagery,2023-08-11,2023081101,-117.769,50.403,"[-117.769, 50.403]"
K60042,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60042,Out,17.2,2023,2023-04-17,2193999,Non-corrected ground GPS,2023-04-16,2023041601,-120.853,50.038,"[-120.853, 50.038]"
V52804,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V52804,Out,301.7,2023,2023-09-16,2194223,Non-corrected airborne GPS,2023-09-15,2023091501,-123.984,50.669,"[-123.984, 50.669]"
K41410,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41410,Out,7.4,2023,2023-09-21,2193972,Non-corrected ground GPS,2023-06-11,2023061101,-119.334,51.123,"[-119.334, 51.123]"
K22873,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22873,Out,1.3,2023,2023-08-24,2193964,Non-corrected ground GPS,2023-08-23,2023082301,-119.681,51.275,"[-119.681, 51.275]"
K21148,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21148,Out,16.4,2023,2023-07-08,2193939,Non-corrected ground GPS,2023-07-07,2023070701,-119.572,51.2,"[-119.572, 51.2]"
R91733,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R91733,Out,68.2,2023,2023-07-29,2194192,Non-corrected airborne GPS,2023-07-28,2023072801,-128.43,58.0,"[-128.43, 58.0]"
V31647,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31647,Out,0.7,2023,2023-09-16,2194211,Non-corrected ground GPS,2023-07-13,2023071301,-122.51,50.123,"[-122.51, 50.123]"
V53097,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V53097,Out,162.3,2023,2023-09-18,2194229,Non-corrected airborne GPS,2023-09-18,2023091801,-123.794,49.939,"[-123.794, 49.939]"
K51040,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51040,Out,6.3,2023,2023-07-03,2193986,Non-corrected airborne GPS,2023-07-01,2023070101,-119.481,49.908,"[-119.481, 49.908]"
C11319,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11319,Out,339.3,2023,2023-07-17,2193632,Non-corrected airborne GPS,2023-07-17,2023071701,-124.626,52.971,"[-124.626, 52.971]"
R22958,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R22958,Out,1.7,2023,2023-11-23,2194148,Hand sketch of any type,2023-11-20,2023112001,-126.385,55.05,"[-126.385, 55.05]"
G41560,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41560,Being Held,1144.3,2023,2023-08-18,2193759,Non-corrected airborne GPS,2023-08-18,2023081801,-124.134,53.438,"[-124.134, 53.438]"
N10879,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10879,Out,4.1,2023,2023-06-25,2194033,Corrected ground GPS,2023-06-25,2023062501,-115.184,49.189,"[-115.184, 49.189]"
C10382,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10382,Out,74.3,2023,2023-06-02,2193625,Non-corrected airborne GPS,2023-05-20,2023052002,-121.837,53.079,"[-121.837, 53.079]"
R20264,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R20264,Out,10.0,2023,2023-08-14,2194135,Non-corrected ground GPS,2023-08-14,2023081401,-126.133,54.795,"[-126.133, 54.795]"
G12007,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12007,Out,8.5,2023,2023-07-22,2193731,Non-corrected ground GPS,2023-07-21,2023072101,-123.366,54.233,"[-123.366, 54.233]"
G60654,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60654,Out,20.4,2023,2023-06-16,2193793,Non-corrected ground GPS,2023-06-08,2023060801,-124.142,55.928,"[-124.142, 55.928]"
C30399,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30399,Under Control,963.7,2023,2023-07-29,2193655,Non-corrected airborne GPS,2023-07-29,2023072901,-121.056,52.635,"[-121.056, 52.635]"
R41510,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41510,Out,102.7,2023,2023-07-16,2194164,Non-corrected airborne GPS,2023-07-16,2023071601,-128.26,55.077,"[-128.26, 55.077]"
R23091,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R23091,Under Control,1255.5,2023,2023-09-21,2194149,Non-corrected airborne GPS,2023-09-21,2023092101,-127.025,53.52,"[-127.025, 53.52]"
N12602,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N12602,Out,1.4,2023,2023-08-09,2194041,Non-corrected airborne GPS,2023-08-09,2023080901,-115.254,49.297,"[-115.254, 49.297]"
G41035,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41035,Out,1.9,2023,2023-07-20,2193746,Non-corrected ground GPS,2023-07-01,2023070101,-124.671,53.726,"[-124.671, 53.726]"
G90980,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90980,Out,14.1,2023,2023-07-06,2193901,Non-corrected ground GPS,2023-06-29,2023062901,-121.36,58.847,"[-121.36, 58.847]"
R13032,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R13032,Under Control,18.1,2023,2023-11-10,2194130,Hand sketch of any type,2023-11-10,2023111001,-126.288,53.671,"[-126.288, 53.671]"
R31512,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31512,Under Control,556.1,2023,2023-09-13,2194160,Non-corrected airborne GPS,2023-09-12,2023091201,-127.409,55.012,"[-127.409, 55.012]"
V70001,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70001,Out,2.0,2023,2023-05-02,2194233,Non-corrected ground GPS,2023-04-03,2023040301,-125.087,49.356,"[-125.087, 49.356]"
R31391,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31391,Out,3030.6,2023,2023-07-22,2194158,Non-corrected airborne GPS,2023-07-22,2023072201,-126.711,55.65,"[-126.711, 55.65]"
N12046,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N12046,Out,1295.3,2023,2023-08-18,2194036,Hand sketch of any type,2023-08-18,2023081801,-114.923,49.726,"[-114.923, 49.726]"
C31442,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31442,Under Control,38.6,2023,2023-07-29,2193663,Non-corrected airborne GPS,2023-07-29,2023072901,-120.828,52.692,"[-120.828, 52.692]"
G70644,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70644,Under Control,4427.2,2023,2023-06-14,2193836,Non-corrected airborne GPS,2023-06-14,2023061401,-120.102,55.348,"[-120.102, 55.348]"
R51657,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51657,Out,7.3,2023,2023-07-20,2194178,Non-corrected airborne GPS,2023-07-19,2023071901,-129.097,54.854,"[-129.097, 54.854]"
K52125,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52125,Out,46504.2,2023,2023-08-29,2193992,Processed IR image,2023-08-29,2023082902,-120.004,49.108,"[-120.004, 49.108]"
C40384,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40384,Out,536.9,2023,2023-05-22,2193676,Non-corrected airborne GPS,2023-05-22,2023052201,-121.93,51.635,"[-121.93, 51.635]"
G61602,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61602,Out,6.5,2023,2023-08-01,2193807,Non-corrected airborne GPS,2023-07-31,2023073101,-123.447,55.553,"[-123.447, 55.553]"
N11805,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11805,Out,4640.9,2023,2023-10-03,2194034,Derived from satellite imagery,2023-10-03,2023100301,-115.73,49.654,"[-115.73, 49.654]"
V11064,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11064,Out,0.3,2023,2023-07-05,2194198,Non-corrected ground GPS,2023-07-03,2023070301,-121.586,49.217,"[-121.586, 49.217]"
G41682,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41682,Out,2.3,2023,2023-07-27,2193763,Non-corrected ground GPS,2023-07-27,2023072701,-123.603,53.568,"[-123.603, 53.568]"
G11532,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11532,Out,1100.0,2023,2023-07-17,2193724,Non-corrected airborne GPS,2023-07-16,2023071601,-122.624,54.976,"[-122.624, 54.976]"
G32885,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32885,Out,3.5,2023,2023-09-05,2193744,Non-corrected ground GPS,2023-09-04,2023090402,-119.207,52.135,"[-119.207, 52.135]"
R21225,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21225,Under Control,85.7,2023,2023-07-13,2194138,Hand sketch of any type,2023-07-13,2023071301,-126.831,54.038,"[-126.831, 54.038]"
K22542,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22542,Out,10.3,2023,2023-08-08,2193959,Non-corrected airborne GPS,2023-08-06,2023080601,-120.469,51.933,"[-120.469, 51.933]"
K22305,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22305,Out,18.1,2023,2023-07-31,2193956,Non-corrected airborne GPS,2023-07-28,2023072801,-119.967,52.426,"[-119.967, 52.426]"
G61714,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61714,Out,1.3,2023,2023-07-30,2193810,Non-corrected airborne GPS,2023-07-29,2023072901,-125.106,56.797,"[-125.106, 56.797]"
K73066,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K73066,Out,480.4,2023,2023-10-30,2194027,Digitized other,2023-10-27,2023102701,-122.045,50.299,"[-122.045, 50.299]"
G70182,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70182,Out,1.1,2023,2023-07-05,2193824,Non-corrected ground GPS,2023-05-09,2023050901,-121.505,55.715,"[-121.505, 55.715]"
K21793,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21793,Out,3.1,2023,2023-07-20,2193948,Non-corrected ground GPS,2023-07-19,2023071901,-119.505,51.295,"[-119.505, 51.295]"
K42815,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42815,Out,372.6,2023,2023-08-22,2193979,Processed IR image,2023-08-22,2023082201,-119.433,50.022,"[-119.433, 50.022]"
G51614,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51614,Under Control,5.7,2023,2023-07-22,2193779,Non-corrected airborne GPS,2023-07-22,2023072201,-125.129,55.554,"[-125.129, 55.554]"
G80173,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80173,Out,11.8,2023,2023-05-17,2193860,Non-corrected airborne GPS,2023-05-05,2023050501,-120.976,56.937,"[-120.976, 56.937]"
VA1381,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1381,Out,40580.3,2023,2023-09-02,2194267,Non-corrected airborne GPS,2023-09-02,2023090201,-126.028,53.066,"[-126.028, 53.066]"
V71098,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V71098,Out,16.6,2023,2023-07-09,2194235,Non-corrected airborne GPS,2023-07-03,2023070302,-124.879,48.778,"[-124.879, 48.778]"
K61957,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61957,Out,1.2,2023,2023-08-10,2194006,Non-corrected ground GPS,2023-07-20,2023072001,-120.604,49.826,"[-120.604, 49.826]"
G90810,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90810,Being Held,228.5,2023,2023-10-10,2193897,Derived from satellite imagery,2023-10-06,2023100601,-123.609,57.65,"[-123.609, 57.65]"
G90565,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90565,Under Control,192.9,2023,2023-06-13,2193892,Digitized from image,2023-06-07,2023060701,-123.93,57.915,"[-123.93, 57.915]"
G11372,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11372,Out,9.9,2023,2023-08-19,2193720,Non-corrected ground GPS,2023-08-18,2023081801,-123.329,54.723,"[-123.329, 54.723]"
N11908,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11908,Out,2.1,2023,2023-10-27,2194035,Non-corrected ground GPS,2023-07-20,2023072001,-115.62,49.066,"[-115.62, 49.066]"
K42961,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42961,Out,16.3,2023,2023-09-19,2193983,Non-corrected ground GPS,2023-09-09,2023090901,-118.884,51.395,"[-118.884, 51.395]"
G82494,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G82494,Out,186.9,2023,2023-11-09,2193884,Hand sketch of any type,2023-11-09,2023110901,-121.066,58.448,"[-121.066, 58.448]"
G71478,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71478,Out,8.3,2023,2023-08-09,2193842,Non-corrected ground GPS,2023-07-11,2023071101,-120.135,54.728,"[-120.135, 54.728]"
K52031,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52031,Out,3.3,2023,2023-07-24,2193989,Non-corrected airborne GPS,2023-07-24,2023072401,-119.613,49.635,"[-119.613, 49.635]"
