fire_num,feature_cd,fire_link,fire_stat,fire_sz_ha,fire_year,load_date,objectid,source,track_date,versn_num,longitude,latitude,coordinate
G12128,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12128,Out,3.2,2023,2023-08-18,2193734,Hand sketch of any type,2023-08-17,2023081701,-121.964,53.816,"[-121.964, 53.816]"
V31726,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31726,Out,399.2,2023,2023-08-22,2194212,Non-corrected airborne GPS,2023-08-22,2023082201,-123.29,50.712,"[-123.29, 50.712]"
G51474,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51474,Under Control,1503.4,2023,2023-09-10,2193775,Processed IR image,2023-09-10,2023091001,-125.185,54.741,"[-125.185, 54.741]"
G50872,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50872,Being Held,17333.8,2023,2023-09-02,2193770,Derived from satellite imagery,2023-09-02,2023090201,-124.766,55.334,"[-124.766, 55.334]"
N72601,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72601,Out,228.2,2023,2023-08-22,2194102,Digitized other,2023-08-18,2023081802,-117.09,50.3,"[-117.09, 50.3]"
K42988,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42988,Out,1.5,2023,2023-09-19,2193984,Hand sketch of any type,2023-09-19,2023091901,-118.751,50.892,"[-118.751, 50.892]"
G80245,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80245,Out,19.6,2023,2023-05-26,2193866,Non-corrected ground GPS,2023-05-07,2023050701,-121.523,56.443,"[-121.523, 56.443]"
C29043,JA70003000,nan,nan,72.7,2023,2023-08-17,2193654,"Non-corrected ground 
GPS",2023-07-21,2023072101,-122.579,51.91,"[-122.579, 51.91]"
K73144,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K73144,Out,26.9,2023,2023-09-12,2194028,Non-corrected airborne GPS,2023-09-12,2023091201,-122.745,50.757,"[-122.745, 50.757]"
G80913,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80913,Out,2.8,2023,2023-11-01,2193875,Hand sketch of any type,2023-11-01,2023110101,-121.766,56.168,"[-121.766, 56.168]"
R51713,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51713,Being Held,56.4,2023,2023-07-16,2194184,Hand sketch of any type,2023-07-14,2023071401,-127.523,53.066,"[-127.523, 53.066]"
N72615,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72615,Out,46.1,2023,2023-08-09,2194103,Non-corrected airborne GPS,2023-08-08,2023080801,-117.182,49.628,"[-117.182, 49.628]"
C50072,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50072,Out,47.6,2023,2023-04-24,2193687,Non-corrected ground GPS,2023-04-21,2023042101,-123.234,51.895,"[-123.234, 51.895]"
N42283,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42283,Out,13.4,2023,2023-08-10,2194065,Derived from satellite imagery,2023-08-10,2023081001,-117.38,51.921,"[-117.38, 51.921]"
N52957,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52957,Out,1.1,2023,2023-11-01,2194087,Non-corrected ground GPS,2023-08-26,2023082601,-118.208,50.296,"[-118.208, 50.296]"
V81105,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81105,Out,2.0,2023,2023-09-18,2194241,Non-corrected ground GPS,2023-07-04,2023070401,-125.889,50.34,"[-125.889, 50.34]"
N52156,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52156,Out,876.3,2023,2023-08-09,2194074,Derived from satellite imagery,2023-08-09,2023080901,-117.592,50.47,"[-117.592, 50.47]"
G92947,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92947,Being Held,7301.8,2023,2023-09-02,2193922,Derived from satellite imagery,2023-09-02,2023090201,-127.97,59.248,"[-127.97, 59.248]"
G32134,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G32134,Out,16.1,2023,2023-07-25,2193741,Non-corrected airborne GPS,2023-07-23,2023072301,-119.898,53.029,"[-119.898, 53.029]"
N42390,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42390,Out,665.0,2023,2023-09-22,2194067,Non-corrected airborne GPS,2023-09-21,2023092101,-117.555,51.52,"[-117.555, 51.52]"
K20063,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20063,Out,0.9,2023,2023-04-27,2193933,Non-corrected ground GPS,2023-04-19,2023041901,-120.35,50.678,"[-120.35, 50.678]"
R21234,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21234,Under Control,6758.0,2023,2023-07-16,2194139,Non-corrected airborne GPS,2023-07-16,2023071601,-126.283,54.03,"[-126.283, 54.03]"
G70412,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70412,Out,2.8,2023,2023-05-31,2193834,Non-corrected ground GPS,2023-05-24,2023052401,-121.966,56.086,"[-121.966, 56.086]"
C50020,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50020,Out,3.8,2023,2023-04-18,2193683,Non-corrected ground GPS,2023-04-09,2023040901,-123.097,51.94,"[-123.097, 51.94]"
N72365,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72365,Out,478.8,2023,2023-08-11,2194099,Corrected airborne GPS,2023-08-11,2023081101,-116.794,50.181,"[-116.794, 50.181]"
G51755,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51755,Being Held,121.9,2023,2023-09-10,2193780,Processed IR image,2023-09-10,2023091001,-125.128,54.627,"[-125.128, 54.627]"
N42934,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42934,Out,1.7,2023,2023-09-22,2194068,Non-corrected airborne GPS,2023-09-21,2023092101,-118.112,50.793,"[-118.112, 50.793]"
G60325,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60325,Out,21385.1,2023,2023-06-13,2193789,Non-corrected airborne GPS,2023-06-12,2023061201,-124.567,57.303,"[-124.567, 57.303]"
R22794,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R22794,Out,4.2,2023,2023-11-17,2194147,Non-corrected ground GPS,2023-08-23,2023082301,-126.97,53.856,"[-126.97, 53.856]"
K22753,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22753,Out,5.0,2023,2023-08-29,2193961,Non-corrected airborne GPS,2023-08-29,2023082901,-119.082,52.022,"[-119.082, 52.022]"
G51279,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51279,Being Held,47888.3,2023,2023-09-23,2193772,Processed IR image,2023-09-23,2023092302,-123.431,54.469,"[-123.431, 54.469]"
G11240,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11240,Out,224.2,2023,2023-08-08,2193716,Non-corrected airborne GPS,2023-07-31,2023073101,-123.333,53.389,"[-123.333, 53.389]"
K21384,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21384,Out,20745.5,2023,2023-09-19,2193943,Processed IR image,2023-09-19,2023091901,-119.938,52.215,"[-119.938, 52.215]"
C11328,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11328,Out,5.0,2023,2023-07-12,2193635,Non-corrected airborne GPS,2023-07-12,2023071201,-124.101,52.824,"[-124.101, 52.824]"
V83037,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V83037,Out,53.2,2023,2023-09-18,2194252,Non-corrected airborne GPS,2023-09-16,2023091601,-126.047,50.599,"[-126.047, 50.599]"
N42235,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42235,Out,16.0,2023,2023-07-30,2194064,Non-corrected ground GPS,2023-07-29,2023072901,-117.755,50.941,"[-117.755, 50.941]"
K52767,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52767,Out,13970.4,2023,2023-09-08,2193994,Hand sketch of any type,2023-09-08,2023090802,-119.567,49.959,"[-119.567, 49.959]"
N52826,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52826,Out,1.8,2023,2023-08-22,2194085,Non-corrected ground GPS,2023-08-21,2023082102,-118.249,49.557,"[-118.249, 49.557]"
V10331,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10331,Out,1.0,2023,2023-05-17,2194195,Non-corrected ground GPS,2023-05-16,2023051601,-121.68,49.086,"[-121.68, 49.086]"
C10112,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10112,Out,2.1,2023,2023-05-31,2193624,Non-corrected ground GPS,2023-04-29,2023042901,-124.497,53.088,"[-124.497, 53.088]"
C20133,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20133,Out,2.1,2023,2023-05-09,2193650,Non-corrected ground GPS,2023-04-29,2023042901,-122.067,52.247,"[-122.067, 52.247]"
N72833,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72833,Out,365.5,2023,2023-08-22,2194106,Digitized other,2023-08-21,2023082101,-117.118,50.176,"[-117.118, 50.176]"
G41502,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41502,Being Held,34826.2,2023,2023-09-23,2193756,Digitized other,2023-09-23,2023092302,-125.112,53.616,"[-125.112, 53.616]"
C20082,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20082,Out,17.1,2023,2023-10-10,2193647,Hand sketch of any type,2023-10-10,2023101001,-122.521,51.929,"[-122.521, 51.929]"
G80561,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80561,Out,3.6,2023,2023-06-04,2193869,Non-corrected ground GPS,2023-06-02,2023060201,-121.222,56.285,"[-121.222, 56.285]"
G70226,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70226,Out,3.4,2023,2023-05-10,2193827,Non-corrected ground GPS,2023-05-05,2023050501,-120.71,56.083,"[-120.71, 56.083]"
K61768,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61768,Out,103.9,2023,2023-09-08,2194004,Digitized other,2023-08-24,2023082401,-121.27,49.941,"[-121.27, 49.941]"
G41569,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41569,Under Control,801.1,2023,2023-07-23,2193760,Non-corrected airborne GPS,2023-07-23,2023072301,-124.306,53.685,"[-124.306, 53.685]"
R11417,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11417,Out,5.0,2023,2023-07-10,2194121,Non-corrected airborne GPS,2023-07-10,2023071001,-125.673,53.621,"[-125.673, 53.621]"
R21217,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21217,Being Held,9799.4,2023,2023-09-20,2194137,Non-corrected airborne GPS,2023-09-19,2023091901,-125.762,54.893,"[-125.762, 54.893]"
R21630,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21630,Out,278.8,2023,2023-08-09,2194144,Non-corrected airborne GPS,2023-08-09,2023080901,-126.914,54.113,"[-126.914, 54.113]"
C11458,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11458,Out,27.9,2023,2023-07-16,2193639,Derived from satellite imagery,2023-07-15,2023071501,-122.306,52.774,"[-122.306, 52.774]"
G63092,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G63092,Under Control,88.1,2023,2023-10-05,2193816,Non-corrected airborne GPS,2023-10-05,2023100501,-123.094,55.906,"[-123.094, 55.906]"
G11978,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11978,Out,6.1,2023,2023-08-09,2193729,Non-corrected ground GPS,2023-07-22,2023072201,-123.303,54.574,"[-123.303, 54.574]"
G80052,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80052,Out,2.0,2023,2023-04-28,2193851,Hand sketch of any type,2023-04-28,2023042801,-121.107,56.297,"[-121.107, 56.297]"
K42647,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42647,Out,1.7,2023,2023-09-19,2193978,Non-corrected ground GPS,2023-08-08,2023080801,-118.614,50.775,"[-118.614, 50.775]"
N42216,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42216,Out,332.1,2023,2023-10-31,2194062,Digitized other,2023-10-30,2023103001,-118.167,51.709,"[-118.167, 51.709]"
V91508,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V91508,Out,8.4,2023,2023-09-16,2194260,Hand sketch of any type,2023-09-16,2023091601,-127.354,51.205,"[-127.354, 51.205]"
K22810,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22810,Out,17.4,2023,2023-08-21,2193963,Non-corrected airborne GPS,2023-08-19,2023081901,-120.128,51.111,"[-120.128, 51.111]"
N50196,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50196,Out,3.4,2023,2023-05-10,2194071,Non-corrected ground GPS,2023-05-03,2023050301,-117.608,49.419,"[-117.608, 49.419]"
R11428,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11428,Out,0.3,2023,2023-11-17,2194122,Hand sketch of any type,2023-11-17,2023111701,-125.69,54.41,"[-125.69, 54.41]"
K22757,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22757,Out,1771.9,2023,2023-09-18,2193962,Non-corrected airborne GPS,2023-09-18,2023091801,-119.679,51.45,"[-119.679, 51.45]"
VA1507,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1507,Out,1.7,2023,2023-09-15,2194270,Non-corrected ground GPS,2023-07-11,2023071101,-126.0,52.453,"[-126.0, 52.453]"
R51709,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51709,Being Held,62.2,2023,2023-07-21,2194180,Hand sketch of any type,2023-07-21,2023072101,-127.73,53.159,"[-127.73, 53.159]"
R21377,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21377,Under Control,4762.2,2023,2023-09-13,2194141,Non-corrected airborne GPS,2023-09-12,2023091201,-126.553,54.057,"[-126.553, 54.057]"
N22508,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N22508,Out,711.2,2023,2023-08-28,2194049,Non-corrected airborne GPS,2023-08-19,2023081904,-115.351,50.503,"[-115.351, 50.503]"
N72170,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72170,Out,1337.6,2023,2023-08-11,2194097,Derived from satellite imagery,2023-08-11,2023081102,-117.147,50.719,"[-117.147, 50.719]"
R21178,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21178,Under Control,1444.7,2023,2023-09-11,2194136,Non-corrected airborne GPS,2023-09-11,2023091101,-126.72,54.315,"[-126.72, 54.315]"
N23290,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N23290,Out,7.7,2023,2023-10-31,2194050,Non-corrected airborne GPS,2023-08-18,2023081801,-115.398,50.167,"[-115.398, 50.167]"
VA1664,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1664,Under Control,55.2,2023,2023-07-28,2194272,Non-corrected airborne GPS,2023-07-27,2023072701,-127.074,53.156,"[-127.074, 53.156]"
G50787,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50787,Out,4.3,2023,2023-06-18,2193768,Non-corrected ground GPS,2023-06-16,2023061601,-125.144,55.263,"[-125.144, 55.263]"
C31143,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31143,Under Control,308.0,2023,2023-07-29,2193661,Non-corrected airborne GPS,2023-07-29,2023072901,-121.363,52.698,"[-121.363, 52.698]"
G70195,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70195,Out,2.0,2023,2023-05-09,2193826,Non-corrected ground GPS,2023-05-09,2023050901,-120.114,55.678,"[-120.114, 55.678]"
G70472,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70472,Out,4.5,2023,2023-08-23,2193835,Non-corrected ground GPS,2023-05-31,2023053101,-120.976,54.892,"[-120.976, 54.892]"
G90628,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90628,Being Held,477723.3,2023,2023-09-28,2193893,Derived from satellite imagery,2023-09-28,2023092801,-120.238,58.404,"[-120.238, 58.404]"
K72705,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K72705,Out,1129.4,2023,2023-08-30,2194025,Non-corrected airborne GPS,2023-08-29,2023082901,-122.024,50.365,"[-122.024, 50.365]"
N52504,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52504,Out,2.1,2023,2023-11-01,2194081,Non-corrected ground GPS,2023-08-06,2023080601,-117.673,49.314,"[-117.673, 49.314]"
K61940,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61940,Out,1.5,2023,2023-08-10,2194005,Non-corrected ground GPS,2023-07-20,2023072001,-120.658,49.908,"[-120.658, 49.908]"
K61692,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61692,Out,1.4,2023,2023-07-15,2194003,Hand sketch of any type,2023-07-14,2023071401,-121.158,50.37,"[-121.158, 50.37]"
C31905,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31905,Out,3.1,2023,2023-07-23,2193666,Non-corrected ground GPS,2023-07-22,2023072201,-121.37,52.534,"[-121.37, 52.534]"
C20093,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20093,Out,105.2,2023,2023-05-09,2193648,Digitized other,2023-04-27,2023042701,-122.625,51.984,"[-122.625, 51.984]"
V70600,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70600,Out,231.5,2023,2023-08-11,2194234,Non-corrected airborne GPS,2023-06-16,2023061602,-124.608,49.279,"[-124.608, 49.279]"
G11504,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11504,Out,6.5,2023,2023-07-21,2193723,Non-corrected ground GPS,2023-07-15,2023071501,-123.436,54.018,"[-123.436, 54.018]"
V51695,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V51695,Out,122.6,2023,2023-09-15,2194221,Non-corrected airborne GPS,2023-09-14,2023091401,-124.995,51.143,"[-124.995, 51.143]"
C41129,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41129,Out,1.7,2023,2023-07-05,2193679,Non-corrected ground GPS,2023-07-04,2023070401,-121.572,51.712,"[-121.572, 51.712]"
R51702,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51702,Out,60.6,2023,2023-11-02,2194179,Non-corrected airborne GPS,2023-08-16,2023081601,-128.489,56.231,"[-128.489, 56.231]"
G41493,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41493,Under Control,4878.6,2023,2023-09-08,2193755,Processed IR image,2023-09-08,2023090801,-124.911,53.198,"[-124.911, 53.198]"
C52111,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C52111,Out,2.5,2023,2023-10-10,2193705,Non-corrected ground GPS,2023-07-22,2023072201,-123.039,52.319,"[-123.039, 52.319]"
G12157,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12157,Out,5.3,2023,2023-12-01,2193735,Non-corrected airborne GPS,2023-09-19,2023091901,-123.204,53.361,"[-123.204, 53.361]"
G80164,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80164,Out,16.9,2023,2023-08-16,2193859,Hand sketch of any type,2023-05-02,2023050201,-121.969,56.511,"[-121.969, 56.511]"
G51823,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51823,Out,0.7,2023,2023-07-27,2193782,Non-corrected ground GPS,2023-07-27,2023072701,-124.711,54.362,"[-124.711, 54.362]"
K22026,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22026,Out,4.4,2023,2023-08-01,2193953,Non-corrected ground GPS,2023-07-23,2023072301,-120.238,50.355,"[-120.238, 50.355]"
K21607,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21607,Out,80.0,2023,2023-07-17,2193945,Non-corrected ground GPS,2023-07-15,2023071501,-120.2,50.807,"[-120.2, 50.807]"
R91162,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R91162,Under Control,60064.1,2023,2023-09-14,2194189,Non-corrected airborne GPS,2023-09-12,2023091201,-129.309,59.669,"[-129.309, 59.669]"
G93102,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G93102,Being Held,11.5,2023,2023-11-27,2193923,Hand sketch of any type,2023-11-16,2023111601,-121.917,59.868,"[-121.917, 59.868]"
R11277,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11277,Under Control,6890.7,2023,2023-07-26,2194116,Non-corrected airborne GPS,2023-07-26,2023072601,-125.395,54.397,"[-125.395, 54.397]"
G71672,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71672,Out,1.2,2023,2023-12-01,2193844,Hand sketch of any type,2023-09-26,2023092601,-121.821,55.317,"[-121.821, 55.317]"
C51561,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51561,Out,4.7,2023,2023-10-27,2193696,Non-corrected ground GPS,2023-07-11,2023071101,-124.84,52.412,"[-124.84, 52.412]"
VA1306,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1306,Out,115.7,2023,2023-09-05,2194265,Hand sketch of any type,2023-09-04,2023090401,-126.081,52.33,"[-126.081, 52.33]"
G81742,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81742,Out,1.3,2023,2023-08-18,2193881,Non-corrected ground GPS,2023-07-15,2023071501,-121.391,56.982,"[-121.391, 56.982]"
R33079,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R33079,Out,2.5,2023,2023-09-17,2194163,Non-corrected airborne GPS,2023-09-16,2023091601,-126.826,55.607,"[-126.826, 55.607]"
K20636,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20636,Out,3.5,2023,2023-06-08,2193938,Non-corrected ground GPS,2023-06-05,2023060501,-120.34,50.712,"[-120.34, 50.712]"
G92729,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92729,Being Held,42.5,2023,2023-08-18,2193920,Corrected airborne GPS,2023-08-15,2023081501,-122.486,59.262,"[-122.486, 59.262]"
C11427,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11427,Out,978.5,2023,2023-07-16,2193637,Non-corrected ground GPS,2023-07-16,2023071602,-123.545,53.155,"[-123.545, 53.155]"
C13305,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C13305,Out,10.4,2023,2023-10-17,2193646,Non-corrected ground GPS,2023-10-17,2023101701,-124.795,53.023,"[-124.795, 53.023]"
G93345,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G93345,Out,9.7,2023,2023-09-27,2193928,Non-corrected ground GPS,2023-09-23,2023092301,-123.377,57.653,"[-123.377, 57.653]"
G70145,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70145,Out,4.0,2023,2023-05-01,2193822,Non-corrected ground GPS,2023-04-30,2023043001,-120.643,55.713,"[-120.643, 55.713]"
K22462,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22462,Out,4.6,2023,2023-08-08,2193957,Non-corrected airborne GPS,2023-08-08,2023080801,-120.162,52.212,"[-120.162, 52.212]"
R90877,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R90877,Out,14461.7,2023,2023-07-29,2194188,Non-corrected airborne GPS,2023-07-28,2023072801,-127.631,57.457,"[-127.631, 57.457]"
N22240,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N22240,Out,5419.6,2023,2023-08-24,2194046,Non-corrected airborne GPS,2023-08-23,2023082302,-115.634,50.294,"[-115.634, 50.294]"
G70759,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70759,Out,23.1,2023,2023-06-16,2193839,Hand sketch of any type,2023-06-15,2023061501,-120.243,54.302,"[-120.243, 54.302]"
C11489,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11489,Out,13.4,2023,2023-07-31,2193640,Non-corrected ground GPS,2023-07-14,2023071401,-122.077,52.798,"[-122.077, 52.798]"
